country,iso_code,year,region,income_group,crop,area_harvested_ha,production_tonnes,yield_kg_ha,fertilizer_use_kg_ha,irrigation_pct,avg_temp_weather,avg_min_temp,avg_max_temp,avg_precipitation,avg_rain,avg_transp,annual_gdd,annual_precip_total,daily_precip_sd,extreme_hot_days,extreme_cold_days,extreme_temp_days,daily_precip_cv,extreme_hot32_days,extreme_hot35_days
Brazil,BRA,2020,South America,Upper middle income,Rice,4682730,36361430.12,7765.01,128.66,34.5,26.2719,21.3776,32.2303,3.1973,3.1973,4.437,6150.25,1170.2,6.0814,290,0,290,1.902,146,63
Brazil,BRA,2017,South America,Upper middle income,Soybeans,2052532,10355154.59,5045.06,161.32,41.6,26.5077,21.7822,32.4556,2.9474,2.9474,4.4722,6248.4,1075.8,6.3516,308,0,308,2.155,190,71
South Korea,KOR,2020,East Asia,High income,Maize,3875224,37264481.29,9616.08,166.16,54.3,10.5025,6.7281,14.9268,4.5612,4.4607,2.3898,1594.2,1669.4,15.2039,2,112,114,3.3333,0,0
Pakistan,PAK,2015,South Asia,Lower middle income,Soybeans,1306466,5179578.18,3964.57,84.55,42.4,18.7816,12.6214,24.8762,0.8553,0.8553,4.7112,3391.7,312.2,2.2465,135,24,159,2.6264,85,19
Thailand,THA,2021,Southeast Asia,Upper middle income,Rice,4214986,35284298.99,8371.15,164.61,30.7,26.5279,22.7701,31.0112,5.8847,5.8847,4.161,6165.1,2147.9,10.7999,252,0,252,1.8353,105,11
South Africa,ZAF,2021,Sub-Saharan Africa,Upper middle income,Wheat,4080027,29121067.46,7137.47,129.46,28.0,18.0184,10.4414,25.1712,0.5526,0.5499,5.8383,2950.05,201.7,2.4562,105,14,119,4.4447,62,14
Germany,DEU,2018,Europe,High income,Soybeans,4142336,,6493.85,177.26,43.0,10.6093,6.3592,14.8644,1.3452,1.2079,2.3154,1405.0,491.0,3.2246,15,79,94,2.3971,7,0
Turkey,TUR,2017,Middle East,Upper middle income,Maize,2646241,28349743.79,10713.21,89.01,29.9,11.043,5.4353,17.0416,0.9882,0.7967,3.5955,1646.65,360.7,2.3407,52,99,151,2.3686,21,3
Egypt,EGY,2020,North Africa,Lower middle income,Wheat,5335180,22338258.73,4186.97,53.66,40.9,22.6407,16.5309,28.2888,0.0279,0.0279,6.8558,4546.1,10.2,0.461,178,0,178,16.5402,155,91
Egypt,EGY,2023,North Africa,Lower middle income,Soybeans,3405705,12293433.02,3609.66,86.0,23.0,23.1274,16.6512,28.9386,0.0082,0.0082,6.9544,4671.55,3.0,0.0769,183,0,183,9.3622,147,91
Mexico,MEX,2023,Central America,Upper middle income,Soybeans,2174915,8877912.72,4081.96,102.85,33.1,19.2373,11.9416,27.0167,0.6688,0.6688,5.7268,3467.95,244.1,2.5293,103,1,104,3.7821,34,8
India,IND,2015,South Asia,Lower middle income,Soybeans,2959466,9031469.24,3051.72,58.14,27.8,27.5312,22.7526,32.677,3.2367,3.2367,4.762,6465.9,1181.4,11.9433,272,0,272,3.6899,159,78
Ukraine,UKR,2017,Europe,Lower middle income,Maize,986170,8681109.68,8802.85,84.95,21.3,10.406,5.9751,15.0096,1.3047,1.0463,2.5917,1621.45,476.2,2.923,36,89,125,2.2404,18,2
Indonesia,IDN,2021,Southeast Asia,Lower middle income,Rice,1635682,10276863.76,6282.92,90.14,13.5,25.6805,22.8586,30.2296,13.5392,13.5392,3.4017,6038.6,4941.8,14.8496,229,0,229,1.0968,41,0
Turkey,TUR,2020,Middle East,Upper middle income,Rice,3754651,37260040.56,9923.7,100.87,23.2,11.3456,5.785,17.0333,1.0628,0.771,3.529,1688.75,389.0,2.9178,28,103,131,2.7453,10,1
Mali,MLI,2015,Sub-Saharan Africa,Low income,Maize,2449811,16174820.5,6602.48,8.46,9.5,28.2323,20.8216,35.2915,0.1463,0.1463,8.4531,6590.65,53.4,1.1402,269,0,269,7.7932,245,217
South Korea,KOR,2017,East Asia,High income,Rice,294168,2739886.03,9314.02,188.79,42.2,10.2715,6.2962,14.7995,2.6479,2.4542,2.5954,1712.25,966.5,7.187,5,124,129,2.7142,0,0
India,IND,2016,South Asia,Lower middle income,Maize,3606212,21684372.62,6013.06,77.89,17.3,27.5672,22.6811,32.8257,4.1104,4.1104,4.7738,6497.75,1504.4,11.303,225,0,225,2.7499,139,101
Pakistan,PAK,2018,South Asia,Lower middle income,Soybeans,2869282,8458058.21,2947.8,80.7,30.2,20.6052,13.7255,27.0153,0.5208,0.5203,5.1345,3896.2,190.1,1.7786,153,24,177,3.415,119,71
Australia,AUS,2020,Oceania,High income,Rice,3149130,30718940.35,9754.74,246.8,46.7,22.8631,15.4844,29.3839,0.459,0.459,6.9181,4554.8,168.0,2.5154,185,0,185,5.4799,161,102
Brazil,BRA,2018,South America,Upper middle income,Wheat,1432075,10747517.96,7504.86,143.04,42.7,26.2425,21.5504,32.1036,2.6715,2.6715,4.2857,6141.85,975.1,5.1964,298,0,298,1.9451,178,46
Nepal,NPL,2019,South Asia,Low income,Maize,911198,4585463.79,5032.35,24.22,10.0,13.1301,9.3658,16.703,12.4677,12.4342,2.6228,1518.05,4550.7,21.125,0,19,19,1.6944,0,0
UK,GBR,2019,Europe,High income,Maize,2984905,34453753.77,11542.66,191.11,45.8,7.0425,4.4058,9.6532,5.0866,4.7611,1.2081,311.25,1856.6,7.1116,0,64,64,1.3981,0,0
Pakistan,PAK,2017,South Asia,Lower middle income,Maize,2626292,22650475.75,8624.51,77.11,25.9,20.0468,13.7625,26.3948,0.697,0.6786,5.0628,3873.7,254.4,2.1718,171,25,196,3.116,123,58
Bangladesh,BGD,2023,South Asia,Lower middle income,Soybeans,3014089,9516757.54,3157.42,74.63,23.0,25.6899,21.5203,30.9107,5.0989,5.0989,3.8263,5918.65,1861.1,11.6131,239,0,239,2.2776,157,41
South Korea,KOR,2021,East Asia,High income,Wheat,64230,532931.35,8297.23,124.04,29.3,11.0112,7.1181,15.5066,3.6195,3.5129,2.4739,1728.1,1321.1,8.08,7,86,93,2.2324,0,0
Canada,CAN,2016,North America,High income,Soybeans,3017808,14840460.45,4917.63,138.18,29.0,1.3724,-2.3391,5.2462,1.5822,1.1984,1.6897,718.25,579.1,4.0314,0,197,197,2.5479,0,0
France,FRA,2017,Europe,High income,Maize,1649179,23283865.83,14118.46,167.17,44.3,10.9236,7.1507,15.1178,2.2408,2.1729,2.1893,1260.0,817.9,4.0935,13,46,59,1.8268,2,0
Egypt,EGY,2020,North Africa,Lower middle income,Soybeans,871429,3775536.95,4332.58,102.04,21.1,22.6407,16.5309,28.2888,0.0279,0.0279,6.8558,4546.1,10.2,0.461,178,0,178,16.5402,155,91
Turkey,TUR,2020,Middle East,Upper middle income,Maize,4038506,39344050.81,9742.23,130.58,45.2,11.3456,5.785,17.0333,1.0628,0.771,3.529,1688.75,389.0,2.9178,28,103,131,2.7453,10,1
Tanzania,TZA,2015,Sub-Saharan Africa,Low income,Maize,849441,6397635.54,7531.58,25.72,10.1,23.1597,17.7485,28.8438,1.6077,1.6077,5.3894,4853.1,586.8,4.219,103,0,103,2.6243,19,0
Mali,MLI,2018,Sub-Saharan Africa,Low income,Wheat,1849839,5911877.63,3195.89,21.28,9.3,28.6521,22.1849,35.0238,0.1082,0.1082,8.1782,6790.6,39.5,0.9493,294,0,294,8.7716,269,206
Nepal,NPL,2023,South Asia,Low income,Maize,2305613,15476625.38,6712.59,26.79,11.4,13.3962,9.6562,17.0129,7.8151,7.8148,2.7538,1427.35,2852.5,16.7579,0,2,2,2.1443,0,0
Vietnam,VNM,2015,Southeast Asia,Lower middle income,Maize,2934419,24665580.04,8405.61,69.07,27.3,22.8712,19.6775,27.6351,3.7216,3.7216,3.7785,4984.55,1358.4,7.3182,59,0,59,1.9664,17,0
Ethiopia,ETH,2020,Sub-Saharan Africa,Low income,Maize,2106803,18455472.4,,33.49,11.1,23.3904,18.444,29.1609,1.6153,1.6153,5.1914,5051.7,591.2,3.567,140,0,140,2.2082,47,0
South Africa,ZAF,2018,Sub-Saharan Africa,Upper middle income,Maize,4011476,27710047.25,6907.69,131.69,13.5,18.1312,10.569,25.3093,0.4537,0.4471,6.003,2997.85,165.6,2.2085,114,13,127,4.8678,86,38
South Africa,ZAF,2019,Sub-Saharan Africa,Upper middle income,Rice,785165,6042179.41,7695.43,140.04,45.5,19.3879,11.0753,26.8756,0.1668,0.1668,6.4828,3325.65,60.9,0.8713,136,10,146,5.2222,98,22
Bangladesh,BGD,2022,South Asia,Lower middle income,Wheat,4625844,22627389.91,4891.52,76.71,24.6,25.1153,21.1822,30.1238,4.6247,4.6247,3.749,5713.35,1688.0,9.9823,218,0,218,2.1585,128,15
China,CHN,2021,East Asia,Upper middle income,Soybeans,1469216,7927865.09,5395.98,122.08,34.5,8.8304,3.4762,14.834,1.1789,1.0704,3.1058,1294.0,430.3,3.2601,12,142,154,2.7654,3,0
Germany,DEU,2023,Europe,High income,Soybeans,1590007,8191583.05,5151.92,178.12,19.5,10.6545,6.5553,14.5997,2.083,1.8874,2.1735,1207.3,760.3,3.3228,5,65,70,1.5952,1,0
Canada,CAN,2018,North America,High income,Maize,3889132,40760985.85,10480.74,246.55,33.2,-1.1386,-5.2605,3.0296,1.3049,0.8825,1.6096,653.65,476.3,2.8811,3,222,225,2.2078,1,0
Egypt,EGY,2022,North Africa,Lower middle income,Soybeans,2031481,6904590.6,3398.8,79.8,23.9,22.1608,15.8562,27.9096,0.0244,0.0244,6.9259,4363.05,8.9,0.2514,173,0,173,10.3119,158,77
Morocco,MAR,2016,North Africa,Lower middle income,Rice,4687222,24650843.16,5259.16,82.84,18.6,17.6669,10.8082,24.8254,1.5036,1.327,4.0462,2944.75,550.3,4.1317,105,6,111,2.7479,79,56
China,CHN,2016,East Asia,Upper middle income,Rice,2119997,14450840.52,6816.44,74.69,30.4,9.5268,4.2421,15.424,1.1279,1.006,3.2354,1510.05,412.8,2.8941,30,130,160,2.566,10,0
Germany,DEU,2021,Europe,High income,Rice,4490912,38877187.72,8656.86,231.49,46.9,9.0014,5.3011,12.7901,1.8833,1.5951,1.8654,983.75,687.4,3.2874,3,86,89,1.7455,1,0
Argentina,ARG,2018,South America,Upper middle income,Rice,4690262,,7469.74,166.8,33.4,16.4055,11.6266,21.8044,1.1211,1.1211,4.1493,2636.15,409.2,3.2193,58,5,63,2.8715,42,16
Mali,MLI,2016,Sub-Saharan Africa,Low income,Maize,1018676,6357534.7,6240.98,26.72,11.7,28.9336,21.6322,35.8104,0.088,0.088,8.3945,6852.0,32.2,0.5534,294,0,294,6.2898,256,211
Mali,MLI,2022,Sub-Saharan Africa,Low income,Wheat,1235739,6462879.45,5229.97,21.88,6.5,28.3625,21.8107,34.9501,0.1973,0.1973,8.1285,6708.85,72.0,1.2698,295,0,295,6.4372,258,189
Pakistan,PAK,2018,South Asia,Lower middle income,Rice,3317082,20552886.77,6196.07,40.81,20.4,20.6052,13.7255,27.0153,0.5208,0.5203,5.1345,3896.2,190.1,1.7786,153,24,177,3.415,119,71
South Africa,ZAF,2023,Sub-Saharan Africa,Upper middle income,Rice,4344404,36983901.41,8513.0,106.38,22.3,18.006,10.5995,25.4342,0.7904,0.7904,5.8573,3044.4,288.5,3.6934,114,10,124,4.6728,92,42
Australia,AUS,2019,Oceania,High income,Rice,3976569,,11958.13,179.36,42.2,23.6808,15.8671,30.3373,0.0592,0.0592,7.5585,4792.2,21.6,0.5792,198,0,198,9.787,170,120
Turkey,TUR,2019,Middle East,Upper middle income,Wheat,1427709,9893789.62,6929.84,114.08,27.7,11.1953,5.8589,16.88,0.9953,0.7027,3.3945,1578.4,363.3,2.2751,11,101,112,2.2857,3,1
Germany,DEU,2023,Europe,High income,Maize,1779077,18058547.2,10150.51,138.76,53.4,10.6545,6.5553,14.5997,2.083,1.8874,2.1735,1207.3,760.3,3.3228,5,65,70,1.5952,1,0
China,CHN,2015,East Asia,Upper middle income,Rice,4480772,,7985.39,136.83,24.2,9.3619,4.1518,15.1707,1.3367,1.1216,3.185,1386.05,487.9,3.1958,9,133,142,2.3908,7,0
Mali,MLI,2016,Sub-Saharan Africa,Low income,Rice,1126780,4426285.24,3928.26,13.61,15.4,28.9336,21.6322,35.8104,0.088,0.088,8.3945,6852.0,32.2,0.5534,294,0,294,6.2898,256,211
Ukraine,UKR,2021,Europe,Lower middle income,Rice,2168430,13053197.59,6019.65,79.82,36.6,9.3896,5.3244,13.6633,2.0597,1.7351,2.2024,1376.35,751.8,4.0455,16,103,119,1.9641,4,0
Bangladesh,BGD,2021,South Asia,Lower middle income,Maize,736030,5738731.74,7796.87,78.52,21.7,25.457,21.457,30.3907,5.1482,5.1482,3.5823,5812.2,1879.1,9.9567,211,0,211,1.934,114,38
Ethiopia,ETH,2019,Sub-Saharan Africa,Low income,Wheat,2333416,8503039.6,3644.03,29.4,6.7,23.5055,18.52,29.4373,1.8737,1.8737,5.3149,5102.2,683.9,4.5411,156,0,156,2.4236,67,0
Vietnam,VNM,2018,Southeast Asia,Lower middle income,Rice,4706374,31861617.68,6769.89,52.42,23.4,21.7742,18.5145,26.5792,4.4496,4.4496,3.7092,4579.6,1624.1,8.4925,31,0,31,1.9086,6,1
South Korea,KOR,2021,East Asia,High income,Soybeans,621611,3017039.16,4853.58,181.05,52.0,11.0112,7.1181,15.5066,3.6195,3.5129,2.4739,1728.1,1321.1,8.08,7,86,93,2.2324,0,0
Turkey,TUR,2019,Middle East,Upper middle income,Maize,1453102,12122746.84,,177.27,22.3,11.1953,5.8589,16.88,0.9953,0.7027,3.3945,1578.4,363.3,2.2751,11,101,112,2.2857,3,1
China,CHN,2019,East Asia,Upper middle income,Wheat,1418525,9048691.86,6378.94,150.66,17.8,8.3756,3.2093,14.1729,1.5405,1.4345,2.8797,1158.15,562.3,5.0346,3,143,146,3.268,1,0
South Korea,KOR,2015,East Asia,High income,Rice,2643089,25429434.92,9621.1,209.48,35.1,11.5688,7.737,15.9773,2.5822,2.5126,2.5228,1785.65,942.5,6.7092,10,100,110,2.5982,2,0
United Kingdom,GBR,2017,Europe,High income,Wheat,1152794,5398293.31,4682.79,199.69,26.2,7.0238,4.3184,9.637,4.8756,4.5781,1.1095,224.65,1779.6,6.768,0,75,75,1.3881,0,0
Vietnam,VNM,2019,Southeast Asia,Lower middle income,Wheat,316921,1709501.65,5394.09,58.45,18.3,22.0132,18.6753,26.866,4.5682,4.5682,3.8404,4661.3,1667.4,8.8294,38,0,38,1.9328,10,0
Egypt,EGY,2021,North Africa,Lower middle income,Soybeans,4952022,17181601.4,3469.61,84.17,31.8,23.0304,16.6142,28.9663,0.0153,0.0153,7.2141,4673.3,5.6,0.2624,185,0,185,17.0999,153,111
India,IND,2019,South Asia,Lower middle income,Soybeans,1608178,4718592.67,2934.12,79.7,23.7,27.9822,23.1671,33.2934,4.3586,4.3586,4.9252,6654.05,1590.9,12.0157,243,0,243,2.7568,149,116
Brazil,BRA,2021,South America,Upper middle income,Soybeans,4670530,16320469.87,3494.35,138.51,28.7,25.8055,21.0929,31.8836,3.9416,3.9416,4.2838,6018.2,1438.7,7.2771,295,0,295,1.8462,137,44
Germany,DEU,2017,Europe,High income,Maize,2889429,31080486.45,10756.62,220.35,37.0,9.5438,5.9321,13.1836,1.951,1.8233,1.8621,1013.15,712.1,3.9871,1,75,76,2.0437,0,0
Brazil,BRA,2022,South America,Upper middle income,Rice,2564395,21218702.23,8274.35,76.58,36.1,26.0129,20.8134,32.4658,3.6063,3.6063,4.6329,6073.45,1316.3,7.4459,295,0,295,2.0647,223,63
Germany,DEU,2022,Europe,High income,Soybeans,922629,5947509.95,6446.26,245.99,43.1,10.4773,6.1068,14.8255,1.5142,1.3753,2.3019,1223.3,552.7,2.9227,7,71,78,1.9302,6,1
Kenya,KEN,2015,Sub-Saharan Africa,Low income,Rice,736653,3596921.19,4882.79,27.78,12.6,23.6605,18.8926,28.9679,2.271,2.271,4.9646,5084.55,828.9,5.2348,115,0,115,2.3051,23,0
Turkey,TUR,2022,Middle East,Upper middle income,Wheat,5272567,33233485.74,6303.09,160.9,22.7,10.5236,4.9759,16.3723,1.1362,0.7942,3.4263,1611.3,414.7,2.7578,37,101,138,2.4273,17,2
Egypt,EGY,2020,North Africa,Lower middle income,Maize,2492774,20644944.3,8281.92,69.22,17.9,22.6407,16.5309,28.2888,0.0279,0.0279,6.8558,4546.1,10.2,0.461,178,0,178,16.5402,155,91
India,IND,2020,South Asia,Lower middle income,Maize,3823569,33818973.45,8844.87,54.49,20.8,27.1399,22.4333,32.5413,3.5399,3.5399,4.5343,6400.35,1295.6,8.1058,256,0,256,2.2899,163,80
Turkey,TUR,2020,Middle East,Upper middle income,Wheat,2846329,23953819.29,8415.69,132.39,34.3,11.3456,5.785,17.0333,1.0628,0.771,3.529,1688.75,389.0,2.9178,28,103,131,2.7453,10,1
France,FRA,2016,Europe,High income,Wheat,2857303,26427689.43,9249.17,178.85,29.3,11.056,7.5044,14.9645,2.2538,2.2249,2.1705,1198.5,824.9,4.3416,12,28,40,1.9263,6,0
Philippines,PHL,2016,Southeast Asia,Lower middle income,Soybeans,2809686,5838870.57,2078.12,50.21,15.9,27.4902,26.373,28.5803,6.8495,6.8495,3.8906,6396.45,2506.9,13.1545,12,0,12,1.9205,0,0
South Korea,KOR,2022,East Asia,High income,Wheat,3293454,31998112.51,9715.67,215.0,44.6,10.637,6.6003,15.3658,2.8463,2.7219,2.6462,1801.55,1038.9,8.1763,8,112,120,2.8726,0,0
Ethiopia,ETH,2021,Sub-Saharan Africa,Low income,Wheat,2210791,7904596.17,3575.46,29.16,10.1,23.5216,18.0589,29.6337,1.4792,1.4792,5.6295,5053.9,539.9,4.5952,159,0,159,3.1066,71,0
Argentina,ARG,2015,South America,Upper middle income,Rice,3877127,28885266.01,7450.17,148.15,29.2,16.1614,11.1723,21.6351,1.3197,1.3197,4.0221,2470.25,481.7,4.2383,52,8,60,3.2115,24,5
Ethiopia,ETH,2015,Sub-Saharan Africa,Low income,Maize,528145,3396113.21,6430.27,24.36,12.9,24.2912,18.4444,30.4879,0.7655,0.7655,5.5902,5280.15,279.4,2.2791,230,0,230,2.9773,112,0
Argentina,ARG,2021,South America,Upper middle income,Maize,3877379,32332704.46,8338.8,150.74,24.5,16.4764,11.6022,22.014,1.3033,1.3014,4.0541,2627.85,475.7,4.0011,55,3,58,3.07,35,9
Germany,DEU,2020,Europe,High income,Wheat,2894413,25547808.5,8826.59,173.23,26.8,10.4383,6.3284,14.4691,1.6003,1.5544,2.1561,1088.9,585.7,3.1508,6,49,55,1.9689,3,0
Philippines,PHL,2017,Southeast Asia,Lower middle income,Soybeans,1597266,6491982.22,4064.43,67.34,18.6,27.4233,26.4386,28.3455,7.1499,7.1499,4.1786,6348.1,2609.7,11.0177,14,0,14,1.541,0,0
Japan,JPN,2018,East Asia,High income,Maize,3089412,49552211.67,16039.37,147.71,53.6,9.9082,5.8578,14.7762,4.4756,4.1068,2.5323,1486.3,1633.6,9.6832,3,111,114,2.1636,0,0
Argentina,ARG,2023,South America,Upper middle income,Soybeans,5089786,23550954.43,4627.1,132.22,37.0,16.6436,11.3658,22.5068,1.3364,1.3364,4.315,2684.65,487.8,5.1033,69,5,74,3.8186,38,17
China,CHN,2015,East Asia,Upper middle income,Soybeans,4853027,23410165.27,4823.83,173.71,39.2,9.3619,4.1518,15.1707,1.3367,1.1216,3.185,1386.05,487.9,3.1958,9,133,142,2.3908,7,0
Indonesia,IDN,2023,Southeast Asia,Lower middle income,Rice,1016442,6158024.36,6058.41,87.4,23.9,26.0077,22.8266,31.0011,11.2605,11.2605,3.6877,6173.55,4110.1,10.6898,265,0,265,0.9493,108,0
South Korea,KOR,2019,East Asia,High income,Rice,1159858,13041560.7,11244.1,179.35,38.2,10.7093,6.866,15.1655,3.429,3.3323,2.4951,1685.65,1251.6,9.5393,3,116,119,2.7819,0,0
United Kingdom,GBR,2022,Europe,High income,Maize,1310327,18142142.6,13845.51,213.59,16.9,7.5838,4.8088,10.3282,5.3408,5.0652,1.2717,332.95,1949.4,7.7653,0,63,63,1.454,0,0
Ukraine,UKR,2023,Europe,Lower middle income,Maize,1537294,11605848.34,7549.53,87.0,16.1,11.4578,7.1792,15.9529,1.4227,1.2622,2.5852,1744.45,519.3,3.5152,20,88,108,2.4708,8,1
Morocco,MAR,2023,North Africa,Lower middle income,Wheat,3967728,22920809.81,5776.81,79.91,20.2,20.3392,13.2485,28.0247,0.7819,0.7819,4.8053,3917.9,285.4,3.0705,145,4,149,3.9268,111,75
Australia,AUS,2017,Oceania,High income,Wheat,1164525,8067486.72,6927.71,134.15,42.2,22.9422,15.9337,29.5307,0.3595,0.3595,6.7579,4648.65,131.2,1.7911,175,0,175,4.983,147,107
United Kingdom,GBR,2020,Europe,High income,Wheat,3728446,27094801.14,7267.05,164.97,24.4,7.1902,4.4281,9.9276,6.4516,6.0123,1.2232,283.8,2361.3,9.0062,0,61,61,1.396,0,0
France,FRA,2022,Europe,High income,Soybeans,4354386,24511428.49,5629.14,135.79,26.5,12.2803,7.9145,17.1044,2.0803,2.0299,2.5863,1600.25,759.3,3.9273,22,52,74,1.8879,10,3
Japan,JPN,2015,East Asia,High income,Soybeans,2536194,14845697.45,5853.53,201.29,41.8,9.9759,5.8463,14.649,3.3241,2.8693,2.4101,1411.65,1213.3,6.1668,7,113,120,1.8552,0,0
Tanzania,TZA,2022,Sub-Saharan Africa,Low income,Maize,2340420,21126494.98,9026.8,15.84,3.7,22.6841,17.2608,28.6151,1.6101,1.6101,5.4504,4722.35,587.7,4.2831,95,0,95,2.6601,27,0
Ukraine,UKR,2021,Europe,Lower middle income,Wheat,503208,2574739.06,5116.65,59.69,17.6,9.3896,5.3244,13.6633,2.0597,1.7351,2.2024,1376.35,751.8,4.0455,16,103,119,1.9641,4,0
Australia,AUS,2023,Oceania,High income,Wheat,5034648,42430719.21,8427.74,222.06,18.9,22.9315,16.0329,29.4416,0.9449,0.9449,6.7702,4652.4,344.9,4.9883,177,0,177,5.279,151,105
Indonesia,IDN,2023,Southeast Asia,Lower middle income,Maize,495298,5221801.56,10542.75,77.48,27.6,26.0077,22.8266,31.0011,11.2605,11.2605,3.6877,6173.55,4110.1,10.6898,265,0,265,0.9493,108,0
Bangladesh,BGD,2021,South Asia,Lower middle income,Rice,387865,2674753.34,6896.09,66.68,17.7,25.457,21.457,30.3907,5.1482,5.1482,3.5823,5812.2,1879.1,9.9567,211,0,211,1.934,114,38
Japan,JPN,2019,East Asia,High income,Wheat,1371753,12373738.66,9020.38,214.09,44.3,9.6575,5.6378,14.4304,4.6838,4.1885,2.4207,1413.65,1709.6,14.2166,0,127,127,3.0353,0,0
Mexico,MEX,2022,Central America,Upper middle income,Soybeans,4502205,19957321.94,4432.79,123.81,16.1,18.5649,11.1721,26.4967,0.7595,0.7595,5.6447,3230.9,277.2,2.4711,78,1,79,3.2537,22,0
Australia,AUS,2015,Oceania,High income,Soybeans,3211792,15000142.93,4670.33,172.94,42.0,22.531,15.5605,28.9545,0.5471,0.5471,6.6599,4483.2,199.7,4.0163,180,0,180,7.3407,167,106
Kenya,KEN,2023,Sub-Saharan Africa,Low income,Maize,2736894,13048920.27,4767.78,23.34,9.0,24.6315,19.8178,30.3153,3.6436,3.6436,5.081,5499.3,1329.9,6.808,177,0,177,1.8685,89,1
China,CHN,2022,East Asia,Upper middle income,Maize,2220101,24145795.26,10875.99,118.93,25.5,9.2342,3.7841,15.4315,1.1975,1.0964,3.1404,1399.3,437.1,3.4377,21,129,150,2.8707,5,0
Brazil,BRA,2016,South America,Upper middle income,Rice,1216490,8631660.74,7095.55,99.18,29.9,27.9254,23.6519,32.7538,3.3628,3.3628,4.6078,6662.25,1230.8,6.5767,314,0,314,1.9557,238,54
Mexico,MEX,2019,Central America,Upper middle income,Maize,3885502,40874233.48,10519.68,92.19,30.6,19.1479,11.9386,26.6912,0.7589,0.7586,5.5609,3407.75,277.0,2.8407,76,0,76,3.7431,12,0
Australia,AUS,2016,Oceania,High income,Soybeans,4272193,24943218.95,5838.5,167.21,8.9,22.0538,15.5396,28.3609,0.9863,0.9863,6.0591,4387.15,361.0,4.5598,166,0,166,4.623,137,92
Canada,CAN,2019,North America,High income,Wheat,2906348,23185840.21,7977.65,253.39,61.6,-1.1414,-5.3595,3.1381,1.3904,1.0907,1.5363,491.1,507.5,3.8477,0,215,215,2.7673,0,0
Kenya,KEN,2021,Sub-Saharan Africa,Low income,Maize,2643277,21313917.83,8063.44,28.78,10.9,24.8548,20.1616,30.4512,1.9956,1.9956,5.1437,5586.85,728.4,5.0497,204,0,204,2.5304,90,2
Philippines,PHL,2021,Southeast Asia,Lower middle income,Maize,4670467,46328763.73,9919.51,94.45,25.7,27.5263,26.4556,28.5085,7.3099,7.3099,4.2857,6380.95,2668.1,12.6563,11,0,11,1.7314,0,0
United States,USA,2019,North America,High income,Maize,4786027,52985629.64,11070.9,152.18,38.3,11.2392,6.2805,16.6364,1.9748,1.6945,3.3188,2126.85,720.8,4.7946,58,131,189,2.4279,37,10
United States,USA,2021,North America,High income,Maize,4076290,61611319.22,15114.56,150.0,15.5,13.0627,7.794,18.6436,1.6808,1.5504,3.7544,2368.4,613.5,6.5685,75,94,169,3.9079,49,17
Ukraine,UKR,2020,Europe,Lower middle income,Maize,1872593,13637609.68,7282.74,65.03,21.3,11.3413,7.1164,15.776,1.4003,1.2833,2.6061,1644.25,512.5,3.5526,25,90,115,2.5371,8,0
Nepal,NPL,2022,South Asia,Low income,Wheat,1935348,8711288.28,4501.15,21.85,12.0,13.3899,9.7904,16.7964,8.4332,8.3625,2.636,1568.6,3078.1,12.6649,0,11,11,1.5018,0,0
Bangladesh,BGD,2021,South Asia,Lower middle income,Soybeans,3219037,8511275.61,2644.04,66.33,25.9,25.457,21.457,30.3907,5.1482,5.1482,3.5823,5812.2,1879.1,9.9567,211,0,211,1.934,114,38
Philippines,PHL,2019,Southeast Asia,Lower middle income,Wheat,720007,3453003.07,4795.79,97.32,24.1,27.5375,26.6241,28.4255,4.1973,4.1973,4.4535,6396.55,1532.0,12.9429,24,0,24,3.0837,0,0
Uganda,UGA,2016,Sub-Saharan Africa,Low income,Rice,2221690,9498441.92,4275.32,28.02,4.0,24.3751,19.9609,29.3686,2.1754,2.1754,4.4981,5367.3,796.2,3.2581,131,0,131,1.4977,62,3
Ukraine,UKR,2015,Europe,Lower middle income,Maize,2278904,16308978.63,7156.5,69.6,40.2,10.5,6.5107,14.3948,1.2597,1.14,2.5424,1582.4,459.8,3.0289,24,94,118,2.4044,11,0
Mexico,MEX,2023,Central America,Upper middle income,Maize,1898633,14707740.22,7746.49,139.2,23.5,19.2373,11.9416,27.0167,0.6688,0.6688,5.7268,3467.95,244.1,2.5293,103,1,104,3.7821,34,8
Mali,MLI,2020,Sub-Saharan Africa,Low income,Maize,1051730,,7147.58,25.42,10.1,28.7503,22.1527,35.2372,0.1306,0.1306,8.1436,6842.35,47.8,0.9625,311,0,311,7.3698,267,215
United States,USA,2018,North America,High income,Maize,1548193,22131880.65,14295.3,157.5,45.9,11.5814,6.4945,17.3142,2.3608,2.1082,3.3427,2173.35,861.7,6.034,65,132,197,2.5559,32,6
Tanzania,TZA,2018,Sub-Saharan Africa,Low income,Rice,1233071,6943461.9,5631.03,26.26,9.3,22.3904,17.4932,27.9408,2.1052,2.1052,5.0191,4641.7,768.4,4.6983,93,0,93,2.2318,26,0
United Kingdom,GBR,2019,Europe,High income,Wheat,1990760,14218545.93,7142.27,185.53,31.0,7.0425,4.4058,9.6532,5.0866,4.7611,1.2081,311.25,1856.6,7.1116,0,64,64,1.3981,0,0
